scientific_name,common_name,full_shade,part_shade,full_sun,low_moisture,medium_moisture,high_moisture,bloom,height,width,habits,pollinator_rating,bird_rating,spread_rating,deer_resistance_rating,moisture_source,moisture_source_detail,shade_source,shade_source_detail,habit_source,habit_source_detail,usda_source,wiki_source,wildflower_source
Alnus incana,Gray Alder,yes,yes,yes,no,yes,yes,early spring,20'-40',15'-25',tree,7,7,8,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ALIN2,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ALIN2,"USDA, adjusted","https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ALIN2, removed shrub",https://plants.usda.gov/plant-profile/ALIN2,https://en.wikipedia.org/wiki/Alnus_incana,https://www.wildflower.org/plants/result.php?id_plant=ALIN2
Alnus oblongifolia,Arizona Alder,no,yes,yes,no,yes,yes,early spring,15'-30',10'-20',tree,7,7,6,6,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ALOB2,https://plants.usda.gov/plant-profile/ALOB2,https://en.wikipedia.org/wiki/Alnus_oblongifolia,https://www.wildflower.org/plants/result.php?id_plant=ALOB2
Alnus rhombifolia,White Alder,no,yes,no,no,no,yes,late spring,40'-80',20'-30',tree,7,7,8,7,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ALRH2,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ALRH2,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ALRH2,https://plants.usda.gov/plant-profile/ALRH2,https://en.wikipedia.org/wiki/Alnus_rhombifolia,https://www.wildflower.org/plants/result.php?id_plant=ALRH2
Alnus rubra,Red Alder,yes,yes,yes,no,yes,no,N/A,40'-80',20'-30',tree,7,7,7,5,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ALRU2,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ALRU2,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ALRU2,https://plants.usda.gov/plant-profile/ALRU2,https://en.wikipedia.org/wiki/Alnus_rubra,https://www.wildflower.org/plants/result.php?id_plant=ALRU2
Alnus viridis,Green Alder,yes,yes,no,no,no,yes,late spring,15'-30',10'-20',"shrub,tree",5,7,6,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ALVI5,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ALVI5,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ALVI5,https://plants.usda.gov/plant-profile/ALVI5,https://en.wikipedia.org/wiki/Alnus_viridis,https://www.wildflower.org/plants/result.php?id_plant=ALVI5
Aloysia gratissima,Whitebrush,no,yes,yes,no,yes,no,late spring,3'-6',6'-10',shrub,7,5,6,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ALGR2,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ALGR2,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ALGR2,https://plants.usda.gov/plant-profile/ALGR2,,https://www.wildflower.org/plants/result.php?id_plant=ALGR2
Aloysia wrightii,Wright's Beebrush,no,no,yes,yes,no,no,late spring,2'-4',3'-6',shrub,7,5,5,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ALWR,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ALWR,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ALWR,https://plants.usda.gov/plant-profile/ALWR,https://en.wikipedia.org/wiki/Aloysia_wrightii,https://www.wildflower.org/plants/result.php?id_plant=ALWR
Amelanchier alnifolia,Saskatoon Serviceberry,yes,yes,yes,yes,yes,no,early spring,15'-25',15'-25',"shrub,tree",8,7,6,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=AMAL2,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=AMAL2,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=AMAL2,https://plants.usda.gov/plant-profile/AMAL2,https://en.wikipedia.org/wiki/Amelanchier_alnifolia,https://www.wildflower.org/plants/result.php?id_plant=AMAL2
Amelanchier arborea,Common Serviceberry,yes,yes,yes,yes,no,no,early spring,15'-25',15'-25',"shrub,tree",7,7,5,7,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=AMAR3,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=AMAR3,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=AMAR3,https://plants.usda.gov/plant-profile/AMAR3,https://en.wikipedia.org/wiki/Amelanchier_arborea,https://www.wildflower.org/plants/result.php?id_plant=AMAR3
Amelanchier canadensis,Canadian Serviceberry,yes,yes,yes,no,yes,yes,early spring,6'-20',10'-15',shrub,8,8,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=AMCA4,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=AMCA4,"USDA, adjusted","https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=AMCA4, removed tree",https://plants.usda.gov/plant-profile/AMCA4,https://en.wikipedia.org/wiki/Amelanchier_canadensis,https://www.wildflower.org/plants/result.php?id_plant=AMCA4
Amelanchier laevis,Allegheny Serviceberry,yes,yes,yes,yes,yes,no,early spring,10'-20',15'-25',"shrub,tree",7,7,6,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=AMLA,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=AMLA,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=AMLA,https://plants.usda.gov/plant-profile/AMLA,https://en.wikipedia.org/wiki/Amelanchier_laevis,https://www.wildflower.org/plants/result.php?id_plant=AMLA
Amelanchier spicata,Running Serviceberry,yes,yes,yes,yes,yes,no,early spring,6'-12',6'-10',shrub,7,7,6,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=AMST80,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=AMST80,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=AMST80,https://plants.usda.gov/plant-profile/AMST80,https://en.wikipedia.org/wiki/Amelanchier_spicata,https://www.wildflower.org/plants/result.php?id_plant=AMST80
Amelanchier utahensis,Utah Serviceberry,no,yes,no,yes,no,no,early spring,6'-15',10'-15',shrub,8,7,6,7,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=AMUT,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=AMUT,"USDA, adjusted","https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=AMUT, removed tree",https://plants.usda.gov/plant-profile/AMUT,https://en.wikipedia.org/wiki/Amelanchier_utahensis,https://www.wildflower.org/plants/result.php?id_plant=AMUT
Amorpha canescens,Leadplant,no,yes,yes,yes,no,no,late spring,1'-3',2'-4',shrub,5,5,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=AMCA6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=AMCA6,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=AMCA6,https://plants.usda.gov/plant-profile/AMCA6,https://en.wikipedia.org/wiki/Amorpha_canescens,https://www.wildflower.org/plants/result.php?id_plant=AMCA6
Amorpha fruticosa,False Indigo Bush,no,yes,yes,no,yes,no,late spring,3'-6',6'-8',shrub,7,7,5,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=AMFR,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=AMFR,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=AMFR,https://plants.usda.gov/plant-profile/AMFR,https://en.wikipedia.org/wiki/Amorpha_fruticosa,https://www.wildflower.org/plants/result.php?id_plant=AMFR
Amsonia ciliata,Fringed Bluestar,no,yes,no,yes,no,no,late spring,2'-3',"18""-24""",flower-or-herb,6,2,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=AMCI,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=AMCI,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=AMCI,https://plants.usda.gov/plant-profile/AMCI,https://en.wikipedia.org/wiki/Amsonia_ciliata,https://www.wildflower.org/plants/result.php?id_plant=AMCI
Amsonia hubrichtii,Hubricht's Bluestar,no,yes,yes,no,yes,no,late spring,2'-3',"24""-36""",flower-or-herb,8,5,5,9,ChatGPT,gpt-4-1106-preview,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=AMHU,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=AMHU,https://plants.usda.gov/plant-profile/AMHU,https://en.wikipedia.org/wiki/Amsonia_hubrichtii,https://www.wildflower.org/plants/result.php?id_plant=AMHU
Amsonia tabernaemontana,Eastern Bluestar,no,yes,no,no,no,yes,late spring,2'-3',"24""-36""",flower-or-herb,7,5,5,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=AMTA2,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=AMTA2,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=AMTA2,https://plants.usda.gov/plant-profile/AMTA2,https://en.wikipedia.org/wiki/Amsonia_tabernaemontana,https://www.wildflower.org/plants/result.php?id_plant=AMTA2
Amyris elemifera,Sea Torchwood,no,yes,yes,yes,yes,no,late spring,15'-25',6'-8',"shrub,tree",8,5,6,7,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=AMEL,https://plants.usda.gov/plant-profile/AMEL,https://en.wikipedia.org/wiki/Amyris_elemifera,https://www.wildflower.org/plants/result.php?id_plant=AMEL
Anaphalis margaritacea,Western Pearly Everlasting,no,yes,yes,yes,no,no,late summer,1'-3',1'-2',flower-or-herb,5,6,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ANMA,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ANMA,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ANMA,https://plants.usda.gov/plant-profile/ANMA,https://en.wikipedia.org/wiki/Anaphalis_margaritacea,https://www.wildflower.org/plants/result.php?id_plant=ANMA
Andropogon gerardii,Big Bluestem,no,yes,yes,no,yes,no,late summer,4'-8',2'-3',grass,8,7,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ANGE,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ANGE,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ANGE,https://plants.usda.gov/plant-profile/ANGE,https://en.wikipedia.org/wiki/Andropogon_gerardii,https://www.wildflower.org/plants/result.php?id_plant=ANGE
Andropogon glomeratus,Bushy Bluestem,no,no,yes,no,yes,yes,late summer,3'-6',2'-3',grass,7,7,8,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ANGL2,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ANGL2,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ANGL2,https://plants.usda.gov/plant-profile/ANGL2,https://en.wikipedia.org/wiki/Andropogon_glomeratus,https://www.wildflower.org/plants/result.php?id_plant=ANGL2
Andropogon virginicus,Broomsedge Bluestem,no,yes,no,no,yes,no,late summer,2'-4',1'-2',grass,5,3,7,5,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ANVI2,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ANVI2,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ANVI2,https://plants.usda.gov/plant-profile/ANVI2,https://en.wikipedia.org/wiki/Andropogon_virginicus,https://www.wildflower.org/plants/result.php?id_plant=ANVI2
Anemone multifida,Pacific Anemone,yes,yes,yes,no,yes,no,early spring,"12""-18""","12""-18""",flower-or-herb,5,4,6,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ANMU,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ANMU,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ANMU,https://plants.usda.gov/plant-profile/ANMU,https://en.wikipedia.org/wiki/Anemone_multifida,https://www.wildflower.org/plants/result.php?id_plant=ANMU
Anemone oregana,Blue Windflower,yes,yes,no,no,yes,yes,early spring,1'-2',"12""-18""",flower-or-herb,7,2,5,7,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ANOR,https://plants.usda.gov/plant-profile/ANOR,https://en.wikipedia.org/wiki/Anemone_oregana,https://www.wildflower.org/plants/result.php?id_plant=ANOR
Angelica lucida,Seacoast Angelica,no,yes,yes,no,yes,yes,late spring,3'-6',2'-3',flower-or-herb,7,7,5,8,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ANLU,https://plants.usda.gov/plant-profile/ANLU,https://en.wikipedia.org/wiki/Angelica_lucida,https://www.wildflower.org/plants/result.php?id_plant=ANLU
Anisacanthus thurberi,Thurber's Desert Honeysuckle,no,no,yes,yes,no,no,late spring,3'-6',3'-6',shrub,7,5,6,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ANTH2,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ANTH2,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ANTH2,https://plants.usda.gov/plant-profile/ANTH2,,https://www.wildflower.org/plants/result.php?id_plant=ANTH2
Antennaria neglecta,Field Pussytoes,no,no,yes,yes,no,no,late spring,"4""-8""","12""-18""",flower-or-herb,7,5,8,7,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ANNE,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ANNE,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ANNE,https://plants.usda.gov/plant-profile/ANNE,https://en.wikipedia.org/wiki/Antennaria_neglecta,https://www.wildflower.org/plants/result.php?id_plant=ANNE
Antennaria parvifolia,Small-Leaf Pussytoes,yes,yes,yes,yes,no,no,early spring,"4""-12""","6""-12""",flower-or-herb,7,5,6,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ANPA4,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ANPA4,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ANPA4,https://plants.usda.gov/plant-profile/ANPA4,https://en.wikipedia.org/wiki/Antennaria_parvifolia,https://www.wildflower.org/plants/result.php?id_plant=ANPA4
Antennaria plantaginifolia,Woman's Tobacco,no,yes,yes,yes,no,no,early spring,"4""-12""","6""-12""",flower-or-herb,7,5,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ANPL,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ANPL,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ANPL,https://plants.usda.gov/plant-profile/ANPL,https://en.wikipedia.org/wiki/Antennaria_plantaginifolia,https://www.wildflower.org/plants/result.php?id_plant=ANPL
Antennaria rosea,Rosy Pussytoes,no,no,yes,yes,no,no,early spring,"4""-8""","12""-18""",flower-or-herb,7,5,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ANRO2,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ANRO2,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ANRO2,https://plants.usda.gov/plant-profile/ANRO2,https://en.wikipedia.org/wiki/Antennaria_rosea,https://www.wildflower.org/plants/result.php?id_plant=ANRO2
Aquilegia caerulea,Colorado Blue Columbine,yes,no,no,no,yes,no,late spring,1'-3',"12""-18""",flower-or-herb,6,5,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=AQCO,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=AQCO,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=AQCO,https://plants.usda.gov/plant-profile/AQCO,https://en.wikipedia.org/wiki/Aquilegia_caerulea,https://www.wildflower.org/plants/result.php?id_plant=AQCO
Aquilegia canadensis,Red Columbine,yes,yes,no,yes,yes,no,late spring,1'-3',"12""-18""",flower-or-herb,7,6,4,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=AQCA,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=AQCA,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=AQCA,https://plants.usda.gov/plant-profile/AQCA,https://en.wikipedia.org/wiki/Aquilegia_canadensis,https://www.wildflower.org/plants/result.php?id_plant=AQCA
Aquilegia chrysantha,Golden Columbine,yes,yes,no,no,yes,no,late spring,1'-3',"12""-18""",flower-or-herb,5,5,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=AQCH,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=AQCH,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=AQCH,https://plants.usda.gov/plant-profile/AQCH,https://en.wikipedia.org/wiki/Aquilegia_chrysantha,https://www.wildflower.org/plants/result.php?id_plant=AQCH
Aquilegia coerulea,Colorado Blue Columbine,yes,no,no,no,yes,no,late spring,1'-3',"12""-18""",flower-or-herb,7,5,6,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=AQCO,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=AQCO,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=AQCO,https://plants.usda.gov/plant-profile/AQCO,https://en.wikipedia.org/wiki/Aquilegia_coerulea,https://www.wildflower.org/plants/result.php?id_plant=AQCO
Aquilegia elegantula,Western Red Columbine,yes,yes,no,no,yes,yes,early spring,1'-3',"12""-18""",flower-or-herb,6,5,6,7,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=AQEL,https://plants.usda.gov/plant-profile/AQEL,https://en.wikipedia.org/wiki/Aquilegia_elegantula,https://www.wildflower.org/plants/result.php?id_plant=AQEL
Aquilegia flavescens,Yellow Columbine,no,yes,no,no,yes,no,late spring,1'-3',"12""-18""",flower-or-herb,7,5,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=AQFL,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=AQFL,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=AQFL,https://plants.usda.gov/plant-profile/AQFL,https://en.wikipedia.org/wiki/Aquilegia_flavescens,https://www.wildflower.org/plants/result.php?id_plant=AQFL
Aquilegia formosa,Western Columbine,no,yes,yes,yes,yes,no,late spring,1'-3',"12""-24""",flower-or-herb,7,5,6,7,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=AQFO,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=AQFO,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=AQFO,https://plants.usda.gov/plant-profile/AQFO,https://en.wikipedia.org/wiki/Aquilegia_formosa,https://www.wildflower.org/plants/result.php?id_plant=AQFO
Aquilegia pubescens,Sierra Columbine,no,yes,no,no,no,yes,late spring,1'-3',"12""-18""",flower-or-herb,7,5,6,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=AQPU,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=AQPU,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=AQPU,https://plants.usda.gov/plant-profile/AQPU,https://en.wikipedia.org/wiki/Aquilegia_pubescens,https://www.wildflower.org/plants/result.php?id_plant=AQPU
Aquilegia saximontana,Rocky Mountain Blue Columbine,no,yes,yes,no,yes,no,late spring,1'-3',"12""-18""",flower-or-herb,7,5,4,8,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=AQSA,https://plants.usda.gov/plant-profile/AQSA,https://en.wikipedia.org/wiki/Aquilegia_saximontana,https://www.wildflower.org/plants/result.php?id_plant=AQSA
Aralia nudicaulis,Wild Sarsaparilla,yes,no,yes,no,yes,no,late spring,1'-3',"12""-18""","flower-or-herb,shrub",6,5,7,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ARNU2,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ARNU2,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ARNU2,https://plants.usda.gov/plant-profile/ARNU2,https://en.wikipedia.org/wiki/Aralia_nudicaulis,https://www.wildflower.org/plants/result.php?id_plant=ARNU2
Aralia racemosa,American Spikenard,no,no,yes,no,yes,no,late summer,3'-6',3'-4',"flower-or-herb,shrub",7,7,6,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ARRA,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ARRA,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ARRA,https://plants.usda.gov/plant-profile/ARRA,https://en.wikipedia.org/wiki/Aralia_racemosa,https://www.wildflower.org/plants/result.php?id_plant=ARRA
Arbutus menziesii,Pacific Madrone,no,yes,yes,yes,yes,no,late spring,40'-80',20'-40',tree,5,7,4,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ARME,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ARME,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ARME,https://plants.usda.gov/plant-profile/ARME,https://en.wikipedia.org/wiki/Arbutus_menziesii,https://www.wildflower.org/plants/result.php?id_plant=ARME
